codigo,nombre,representante,contacto,departamento_nombre,municipio_nombre
PROV_GT20_0657,Autobuses Quezaltepeque - Ref 658,Tomasa Gómez,+502 52293455,Chiquimula,Quezaltepeque
PROV_GT20_0658,Lancheros Unidos San Jacinto - Ref 659,María Marroquín,+502 41256412,Chiquimula,San Jacinto
PROV_GT20_0659,Fleteros del Altiplano Ipala - Ref 660,Diego Tzoc,+502 46569993,Chiquimula,Ipala
PROV_GT21_0660,Cooperativa de Transportistas Jalapa - Ref 661,Juan Tzoc,+502 43035139,Jalapa,Jalapa
PROV_GT21_0661,Rápidos de Occidente San Pedro Pinula - Ref 662,María Hernández,+502 54619149,Jalapa,San Pedro Pinula
PROV_GT21_0662,Shuttles San Luis Jilotepeque - Ref 663,Esteban Cabrera,+502 56255194,Jalapa,San Luis Jilotepeque
PROV_GT21_0663,Taxis del Centro San Manuel Chaparrón - Ref 664,Carlos Tzoc,+502 57039586,Jalapa,San Manuel Chaparrón
PROV_GT21_0664,Transportes San Carlos Alzatate - Ref 665,Miguel López,+502 41677311,Jalapa,San Carlos Alzatate
PROV_GT21_0665,Autobuses Monjas - Ref 666,Carlos Batz,+502 40077350,Jalapa,Monjas
PROV_GT21_0666,Lancheros Unidos Mataquescuintla - Ref 667,Juana Gómez,+502 56738379,Jalapa,Mataquescuintla
PROV_GT22_0667,Fleteros del Altiplano Jutiapa - Ref 668,Carlos Jax,+502 57076714,Jutiapa,Jutiapa
PROV_GT22_0668,Cooperativa de Transportistas El Progreso - Ref 669,Luisa Guzmán,+502 55975091,Jutiapa,El Progreso
PROV_GT22_0669,Rápidos de Occidente Santa Catarina Mita - Ref 670,Luisa López,+502 46711869,Jutiapa,Santa Catarina Mita
PROV_GT22_0670,Shuttles Agua Blanca - Ref 671,Pedro Pérez,+502 52445228,Jutiapa,Agua Blanca
PROV_GT22_0671,Taxis del Centro Asunción Mita - Ref 672,María Guzmán,+502 49239917,Jutiapa,Asunción Mita
PROV_GT22_0672,Transportes Yupiltepeque - Ref 673,José López,+502 51446653,Jutiapa,Yupiltepeque
PROV_GT22_0673,Autobuses Atescatempa - Ref 674,María Tzul,+502 40519740,Jutiapa,Atescatempa
PROV_GT22_0674,Lancheros Unidos Jerez - Ref 675,Miguel Marroquín,+502 59056171,Jutiapa,Jerez
PROV_GT22_0675,Fleteros del Altiplano El Adelanto - Ref 676,Diego Yax,+502 40983041,Jutiapa,El Adelanto
PROV_GT22_0676,Cooperativa de Transportistas Zapotitlán - Ref 677,Esteban Pérez,+502 44347790,Jutiapa,Zapotitlán
PROV_GT22_0677,Rápidos de Occidente Comapa - Ref 678,Rosa Jax,+502 54118846,Jutiapa,Comapa
PROV_GT22_0678,Shuttles Jalpatagua - Ref 679,Carlos Hernández,+502 41227488,Jutiapa,Jalpatagua
PROV_GT22_0679,Taxis del Centro Conguaco - Ref 680,Tomasa Hernández,+502 58798882,Jutiapa,Conguaco
PROV_GT22_0680,Transportes Moyuta - Ref 681,Diego Tzoc,+502 55879958,Jutiapa,Moyuta
PROV_GT22_0681,Autobuses Pasaco - Ref 682,Luisa Batz,+502 40297746,Jutiapa,Pasaco
PROV_GT22_0682,Lancheros Unidos San José Acatempa - Ref 683,Elena Gómez,+502 56762027,Jutiapa,San José Acatempa
PROV_GT22_0683,Fleteros del Altiplano Quesada - Ref 684,Francisco Batz,+502 41912446,Jutiapa,Quesada
PROV_GT01_0684,Cooperativa de Transportistas Lago De Amatitlan - Ref 685,Diego Gómez,+502 51321912,Guatemala,Lago De Amatitlan
PROV_GT01_0685,Rápidos de Occidente Guatemala - Ref 686,Elena Hernández,+502 54327991,Guatemala,Guatemala
PROV_GT01_0686,Shuttles Santa Catarina Pinula - Ref 687,Juana Tzul,+502 54082557,Guatemala,Santa Catarina Pinula
PROV_GT01_0687,Taxis del Centro San José Pinula - Ref 688,Manuel López,+502 50159543,Guatemala,San José Pinula
PROV_GT01_0688,Transportes San José del Golfo - Ref 689,Diego Chaj,+502 55039101,Guatemala,San José del Golfo
PROV_GT01_0689,Autobuses Palencia - Ref 690,Francisco Hernández,+502 58102808,Guatemala,Palencia
PROV_GT01_0690,Lancheros Unidos Chinautla - Ref 691,Juana Pérez,+502 55219276,Guatemala,Chinautla
PROV_GT01_0691,Fleteros del Altiplano San Pedro Ayampuc - Ref 692,Elena Hernández,+502 54228854,Guatemala,San Pedro Ayampuc
PROV_GT01_0692,Cooperativa de Transportistas Mixco - Ref 693,Tomasa Cox,+502 55262623,Guatemala,Mixco
PROV_GT01_0693,Rápidos de Occidente San Pedro Sacatepéquez - Ref 694,Francisco Tzoc,+502 45703435,Guatemala,San Pedro Sacatepéquez
PROV_GT01_0694,Shuttles San Juan Sacatepéquez - Ref 695,Francisco Hernández,+502 59081032,Guatemala,San Juan Sacatepéquez
PROV_GT01_0695,Taxis del Centro San Raimundo - Ref 696,Diego Gómez,+502 42439580,Guatemala,San Raimundo
PROV_GT01_0696,Transportes Chuarrancho - Ref 697,Miguel Batz,+502 51208283,Guatemala,Chuarrancho
PROV_GT01_0697,Autobuses Fraijanes - Ref 698,José Pérez,+502 59568234,Guatemala,Fraijanes
PROV_GT01_0698,Lancheros Unidos Amatitlán - Ref 699,Elena Méndez,+502 59987174,Guatemala,Amatitlán
PROV_GT01_0699,Fleteros del Altiplano Villa Nueva - Ref 700,Carlos Marroquín,+502 52733786,Guatemala,Villa Nueva
PROV_GT01_0700,Cooperativa de Transportistas Villa Canales - Ref 701,Diego Tzoc,+502 57079313,Guatemala,Villa Canales
PROV_GT01_0701,Rápidos de Occidente Petapa - Ref 702,Pedro Chaj,+502 51843014,Guatemala,Petapa
PROV_GT02_0702,Shuttles Guastatoya - Ref 703,Miguel Cox,+502 41696391,El Progreso,Guastatoya
PROV_GT02_0703,Taxis del Centro Morazán - Ref 704,Luisa Tzoc,+502 42631908,El Progreso,Morazán
PROV_GT02_0704,Transportes San Agustín Acasaguastlán - Ref 705,Juan Chaj,+502 49297634,El Progreso,San Agustín Acasaguastlán
PROV_GT02_0705,Autobuses San Cristóbal Acasaguastlán - Ref 706,Elena Cox,+502 42861026,El Progreso,San Cristóbal Acasaguastlán
PROV_GT02_0706,Lancheros Unidos El Jícaro - Ref 707,Luisa Tzoc,+502 48665640,El Progreso,El Jícaro
PROV_GT02_0707,Fleteros del Altiplano Sanarate - Ref 708,Juan Pérez,+502 49196548,El Progreso,Sanarate
PROV_GT02_0708,Cooperativa de Transportistas Sansare - Ref 709,Tomasa Batz,+502 52531944,El Progreso,Sansare
PROV_GT02_0709,Rápidos de Occidente San Antonio La Paz - Ref 710,Francisco Marroquín,+502 45287817,El Progreso,San Antonio La Paz
PROV_GT03_0710,Shuttles Antigua Guatemala - Ref 711,Juana Marroquín,+502 57503666,Sacatepéquez,Antigua Guatemala
PROV_GT03_0711,Taxis del Centro Jocotenango - Ref 712,Miguel Tzul,+502 59064120,Sacatepéquez,Jocotenango
PROV_GT03_0712,Transportes Pastores - Ref 713,Esteban Chaj,+502 56101911,Sacatepéquez,Pastores
PROV_GT03_0713,Autobuses Sumpango - Ref 714,Juana Marroquín,+502 48397958,Sacatepéquez,Sumpango
PROV_GT03_0714,Lancheros Unidos Santo Domingo Xenacoj - Ref 715,Francisco Tzul,+502 45906514,Sacatepéquez,Santo Domingo Xenacoj
PROV_GT03_0715,Fleteros del Altiplano Santiago Sacatepéquez - Ref 716,Luisa Jax,+502 55667701,Sacatepéquez,Santiago Sacatepéquez
PROV_GT03_0716,Cooperativa de Transportistas San Bartolomé Milpas Altas - Ref 717,Elena Pérez,+502 51251569,Sacatepéquez,San Bartolomé Milpas Altas
PROV_GT03_0717,Rápidos de Occidente San Lucas Sacatepéquez - Ref 718,Elena Cox,+502 45542376,Sacatepéquez,San Lucas Sacatepéquez
PROV_GT03_0718,Shuttles Santa Lucía Milpas Altas - Ref 719,Diego Pérez,+502 55752360,Sacatepéquez,Santa Lucía Milpas Altas
PROV_GT03_0719,Taxis del Centro Magdalena Milpas Altas - Ref 720,José Cox,+502 43718215,Sacatepéquez,Magdalena Milpas Altas
PROV_GT03_0720,Transportes Santa María de Jesús - Ref 721,Carlos Jax,+502 59241422,Sacatepéquez,Santa María de Jesús
PROV_GT03_0721,Autobuses Ciudad Vieja - Ref 722,María Jax,+502 40776182,Sacatepéquez,Ciudad Vieja
PROV_GT03_0722,Lancheros Unidos San Miguel Dueñas - Ref 723,Manuel Méndez,+502 51928359,Sacatepéquez,San Miguel Dueñas
PROV_GT03_0723,Fleteros del Altiplano Alotenango - Ref 724,Juan Batz,+502 57698283,Sacatepéquez,Alotenango
PROV_GT03_0724,Cooperativa de Transportistas San Antonio Aguas Calientes - Ref 725,Juana Cox,+502 46995384,Sacatepéquez,San Antonio Aguas Calientes
PROV_GT03_0725,Rápidos de Occidente Santa Catarina Barahona - Ref 726,Manuel Chaj,+502 53606252,Sacatepéquez,Santa Catarina Barahona
PROV_GT04_0726,Shuttles Chimaltenango - Ref 727,Luisa Pérez,+502 41176150,Chimaltenango,Chimaltenango
PROV_GT04_0727,Taxis del Centro San José Poaquil - Ref 728,Pedro Jax,+502 40431259,Chimaltenango,San José Poaquil
PROV_GT04_0728,Transportes San Martín Jilotepeque - Ref 729,Diego Marroquín,+502 54981397,Chimaltenango,San Martín Jilotepeque
PROV_GT04_0729,Autobuses Comalapa - Ref 730,Carlos López,+502 57123017,Chimaltenango,Comalapa
PROV_GT04_0730,Lancheros Unidos Santa Apolonia - Ref 731,Luisa Pérez,+502 44159786,Chimaltenango,Santa Apolonia
PROV_GT04_0731,Fleteros del Altiplano Tecpán Guatemala - Ref 732,Manuel Jax,+502 58853949,Chimaltenango,Tecpán Guatemala
PROV_GT04_0732,Cooperativa de Transportistas Patzún - Ref 733,Tomasa López,+502 56372817,Chimaltenango,Patzún
PROV_GT04_0733,Rápidos de Occidente Pochuta - Ref 734,Esteban López,+502 51574758,Chimaltenango,Pochuta
PROV_GT04_0734,Shuttles Patzicía - Ref 735,Esteban Gómez,+502 54852241,Chimaltenango,Patzicía
PROV_GT04_0735,Taxis del Centro Santa Cruz Balanyá - Ref 736,Miguel Pérez,+502 42218219,Chimaltenango,Santa Cruz Balanyá
PROV_GT04_0736,Transportes Acatenango - Ref 737,Elena Batz,+502 52315896,Chimaltenango,Acatenango
PROV_GT04_0737,Autobuses Yepocapa - Ref 738,Rosa Gómez,+502 48014401,Chimaltenango,Yepocapa
PROV_GT04_0738,Lancheros Unidos San Andrés Itzapa - Ref 739,Juana Tzul,+502 45139733,Chimaltenango,San Andrés Itzapa
PROV_GT04_0739,Fleteros del Altiplano Parramos - Ref 740,Juana Batz,+502 51577320,Chimaltenango,Parramos
PROV_GT04_0740,Cooperativa de Transportistas Zaragoza - Ref 741,Luisa Tzoc,+502 48546969,Chimaltenango,Zaragoza
PROV_GT04_0741,Rápidos de Occidente El Tejar - Ref 742,María Hernández,+502 57205176,Chimaltenango,El Tejar
PROV_GT05_0742,Shuttles Escuintla - Ref 743,Diego López,+502 46218767,Escuintla,Escuintla
PROV_GT05_0743,Taxis del Centro Santa Lucía Cotzumalguapa - Ref 744,Diego Tzoc,+502 51086340,Escuintla,Santa Lucía Cotzumalguapa
PROV_GT05_0744,Transportes La Democracia - Ref 745,Esteban Jax,+502 58331728,Escuintla,La Democracia
PROV_GT05_0745,Autobuses Siquinalá - Ref 746,Pedro Pérez,+502 57401415,Escuintla,Siquinalá
PROV_GT05_0746,Lancheros Unidos Masagua - Ref 747,Pedro Pérez,+502 49196876,Escuintla,Masagua
PROV_GT05_0747,Fleteros del Altiplano Tiquisate - Ref 748,Manuel Hernández,+502 47812417,Escuintla,Tiquisate
PROV_GT05_0748,Cooperativa de Transportistas La Gomera - Ref 749,Rosa Pérez,+502 49077133,Escuintla,La Gomera
PROV_GT05_0749,Rápidos de Occidente Guanagazapa - Ref 750,Francisco Batz,+502 54518412,Escuintla,Guanagazapa
PROV_GT05_0750,Shuttles San José - Ref 751,Rosa Méndez,+502 55018110,Escuintla,San José
PROV_GT05_0751,Taxis del Centro Iztapa - Ref 752,Juan Pérez,+502 45051643,Escuintla,Iztapa
PROV_GT05_0752,Transportes Palín - Ref 753,Juan Cabrera,+502 49449992,Escuintla,Palín
PROV_GT05_0753,Autobuses San Vicente Pacaya - Ref 754,José Jax,+502 58721869,Escuintla,San Vicente Pacaya
PROV_GT05_0754,Lancheros Unidos Nueva Concepción - Ref 755,María López,+502 59214946,Escuintla,Nueva Concepción
PROV_GT05_0755,Fleteros del Altiplano Sipacate - Ref 756,Manuel Batz,+502 50695572,Escuintla,Sipacate
PROV_GT06_0756,Cooperativa de Transportistas Cuilapa - Ref 757,Pedro Batz,+502 46934688,Santa Rosa,Cuilapa
PROV_GT06_0757,Rápidos de Occidente Barberena - Ref 758,Juan Batz,+502 50086470,Santa Rosa,Barberena
PROV_GT06_0758,Shuttles Santa Rosa de Lima - Ref 759,Juan Gómez,+502 48289591,Santa Rosa,Santa Rosa de Lima
PROV_GT06_0759,Taxis del Centro Casillas - Ref 760,Pedro Hernández,+502 44773361,Santa Rosa,Casillas
PROV_GT06_0760,Transportes San Rafael Las Flores - Ref 761,Diego Guzmán,+502 47928869,Santa Rosa,San Rafael Las Flores
PROV_GT06_0761,Autobuses Oratorio - Ref 762,Diego Tzoc,+502 53308408,Santa Rosa,Oratorio
PROV_GT06_0762,Lancheros Unidos San Juan Tecuaco - Ref 763,Juana López,+502 43474662,Santa Rosa,San Juan Tecuaco
PROV_GT06_0763,Fleteros del Altiplano Chiquimulilla - Ref 764,Francisco Guzmán,+502 57283463,Santa Rosa,Chiquimulilla
PROV_GT06_0764,Cooperativa de Transportistas Taxisco - Ref 765,Diego Hernández,+502 43451652,Santa Rosa,Taxisco
PROV_GT06_0765,Rápidos de Occidente Santa María Ixhuatán - Ref 766,Manuel Chaj,+502 54538007,Santa Rosa,Santa María Ixhuatán
PROV_GT06_0766,Shuttles Guazacapán - Ref 767,Rosa Batz,+502 47918596,Santa Rosa,Guazacapán
PROV_GT06_0767,Taxis del Centro Santa Cruz Naranjo - Ref 768,Pedro Chaj,+502 43522815,Santa Rosa,Santa Cruz Naranjo
PROV_GT06_0768,Transportes Pueblo Nuevo Viñas - Ref 769,Miguel Tzoc,+502 59273059,Santa Rosa,Pueblo Nuevo Viñas
PROV_GT06_0769,Autobuses Nueva Santa Rosa - Ref 770,Juana Tzul,+502 55269018,Santa Rosa,Nueva Santa Rosa
PROV_GT07_0770,Lancheros Unidos Lago De Atitlan - Ref 771,Carlos Tzul,+502 50104321,Sololá,Lago De Atitlan
PROV_GT07_0771,Fleteros del Altiplano Sololá - Ref 772,Miguel Chaj,+502 54036552,Sololá,Sololá
PROV_GT07_0772,Cooperativa de Transportistas San José Chacayá - Ref 773,José López,+502 42449831,Sololá,San José Chacayá
PROV_GT07_0773,Rápidos de Occidente Santa María Visitación - Ref 774,Elena Chaj,+502 52896366,Sololá,Santa María Visitación
PROV_GT07_0774,Shuttles Santa Lucía Utatlán - Ref 775,Luisa Chaj,+502 43094753,Sololá,Santa Lucía Utatlán
PROV_GT07_0775,Taxis del Centro Nahualá - Ref 776,Diego Tzul,+502 59082273,Sololá,Nahualá
PROV_GT07_0776,Transportes Santa Catarina Ixtahuacán - Ref 777,Miguel Gómez,+502 52947763,Sololá,Santa Catarina Ixtahuacán
PROV_GT07_0777,Autobuses Santa Clara La Laguna - Ref 778,María Yax,+502 41362563,Sololá,Santa Clara La Laguna
PROV_GT07_0778,Lancheros Unidos Concepción - Ref 779,Elena Pérez,+502 50779868,Sololá,Concepción
PROV_GT07_0779,Fleteros del Altiplano San Andrés Semetabaj - Ref 780,Diego Tzul,+502 44574828,Sololá,San Andrés Semetabaj
PROV_GT07_0780,Cooperativa de Transportistas Panajachel - Ref 781,Miguel Jax,+502 57013627,Sololá,Panajachel
PROV_GT07_0781,Rápidos de Occidente Santa Catarina Palopó - Ref 782,Pedro Pérez,+502 48202890,Sololá,Santa Catarina Palopó
PROV_GT07_0782,Shuttles San Antonio Palopó - Ref 783,Juan Pérez,+502 50727647,Sololá,San Antonio Palopó
PROV_GT07_0783,Taxis del Centro San Lucas Tolimán - Ref 784,Tomasa Chaj,+502 49667824,Sololá,San Lucas Tolimán
PROV_GT07_0784,Transportes Santa Cruz La Laguna - Ref 785,Miguel Chaj,+502 54062374,Sololá,Santa Cruz La Laguna
PROV_GT07_0785,Autobuses San Pablo La Laguna - Ref 786,Esteban López,+502 50627046,Sololá,San Pablo La Laguna
PROV_GT07_0786,Lancheros Unidos San Marcos La Laguna - Ref 787,Tomasa Marroquín,+502 45946792,Sololá,San Marcos La Laguna
PROV_GT07_0787,Fleteros del Altiplano San Juan La Laguna - Ref 788,Diego Guzmán,+502 59572564,Sololá,San Juan La Laguna
PROV_GT07_0788,Cooperativa de Transportistas San Pedro La Laguna - Ref 789,Juana Yax,+502 44184555,Sololá,San Pedro La Laguna
PROV_GT07_0789,Rápidos de Occidente Santiago Atitlán - Ref 790,Luisa Gómez,+502 58036609,Sololá,Santiago Atitlán
PROV_GT08_0790,Shuttles Totonicapán - Ref 791,Juana Hernández,+502 54032785,Totonicapán,Totonicapán
PROV_GT08_0791,Taxis del Centro San Cristóbal Totonicapán - Ref 792,Carlos Yax,+502 54465932,Totonicapán,San Cristóbal Totonicapán
PROV_GT08_0792,Transportes San Francisco El Alto - Ref 793,Juan Guzmán,+502 56468056,Totonicapán,San Francisco El Alto
PROV_GT08_0793,Autobuses San Andrés Xecul - Ref 794,Rosa Batz,+502 55987397,Totonicapán,San Andrés Xecul
PROV_GT08_0794,Lancheros Unidos Momostenango - Ref 795,Tomasa Marroquín,+502 51977694,Totonicapán,Momostenango
PROV_GT08_0795,Fleteros del Altiplano Santa María Chiquimula - Ref 796,Elena Cabrera,+502 50355054,Totonicapán,Santa María Chiquimula
PROV_GT08_0796,Cooperativa de Transportistas Santa Lucía La Reforma - Ref 797,Juana Chaj,+502 43396986,Totonicapán,Santa Lucía La Reforma
PROV_GT08_0797,Rápidos de Occidente San Bartolo - Ref 798,Diego Guzmán,+502 46228141,Totonicapán,San Bartolo
PROV_GT09_0798,Shuttles Quetzaltenango - Ref 799,Manuel Méndez,+502 49419979,Quetzaltenango,Quetzaltenango
PROV_GT09_0799,Taxis del Centro Salcajá - Ref 800,Carlos Cabrera,+502 44493447,Quetzaltenango,Salcajá
PROV_GT09_0800,Transportes Olintepeque - Ref 801,Luisa Jax,+502 40738367,Quetzaltenango,Olintepeque
PROV_GT09_0801,Autobuses San Carlos Sija - Ref 802,Esteban Chaj,+502 59327527,Quetzaltenango,San Carlos Sija
PROV_GT09_0802,Lancheros Unidos Sibilia - Ref 803,Manuel Méndez,+502 52658105,Quetzaltenango,Sibilia
PROV_GT09_0803,Fleteros del Altiplano Cabricán - Ref 804,Carlos Gómez,+502 43549414,Quetzaltenango,Cabricán
PROV_GT09_0804,Cooperativa de Transportistas Cajolá - Ref 805,Esteban Tzoc,+502 59818760,Quetzaltenango,Cajolá
PROV_GT09_0805,Rápidos de Occidente San Miguel Sigüila - Ref 806,Miguel López,+502 58983528,Quetzaltenango,San Miguel Sigüila
PROV_GT09_0806,Shuttles Ostuncalco - Ref 807,Tomasa Batz,+502 44612117,Quetzaltenango,Ostuncalco
PROV_GT09_0807,Taxis del Centro San Mateo - Ref 808,Pedro Hernández,+502 48532366,Quetzaltenango,San Mateo
PROV_GT09_0808,Transportes Concepción Chiquirichapa - Ref 809,Tomasa Hernández,+502 59023899,Quetzaltenango,Concepción Chiquirichapa
PROV_GT09_0809,Autobuses San Martín Sacatepéquez - Ref 810,Carlos Marroquín,+502 56011588,Quetzaltenango,San Martín Sacatepéquez
PROV_GT09_0810,Lancheros Unidos Almolonga - Ref 811,Esteban Batz,+502 59348240,Quetzaltenango,Almolonga
PROV_GT09_0811,Fleteros del Altiplano Cantel - Ref 812,Luisa Guzmán,+502 53917148,Quetzaltenango,Cantel
PROV_GT09_0812,Cooperativa de Transportistas Huitán - Ref 813,Diego Chaj,+502 49357817,Quetzaltenango,Huitán
PROV_GT09_0813,Rápidos de Occidente Zunil - Ref 814,Esteban Tzul,+502 49675926,Quetzaltenango,Zunil
PROV_GT09_0814,Shuttles Colomba - Ref 815,Manuel Cox,+502 40556648,Quetzaltenango,Colomba
PROV_GT09_0815,Taxis del Centro San Francisco La Unión - Ref 816,Esteban Jax,+502 41843995,Quetzaltenango,San Francisco La Unión
PROV_GT09_0816,Transportes El Palmar - Ref 817,Rosa Batz,+502 48932287,Quetzaltenango,El Palmar
PROV_GT09_0817,Autobuses Coatepeque - Ref 818,Carlos Méndez,+502 56122061,Quetzaltenango,Coatepeque
PROV_GT09_0818,Lancheros Unidos Génova - Ref 819,María Marroquín,+502 49633657,Quetzaltenango,Génova
PROV_GT09_0819,Fleteros del Altiplano Flores Costa Cuca - Ref 820,Pedro Jax,+502 45528399,Quetzaltenango,Flores Costa Cuca
PROV_GT09_0820,Cooperativa de Transportistas La Esperanza - Ref 821,Diego Pérez,+502 43164355,Quetzaltenango,La Esperanza
PROV_GT09_0821,Rápidos de Occidente Palestina de Los Altos - Ref 822,Esteban Jax,+502 48031900,Quetzaltenango,Palestina de Los Altos
PROV_GT10_0822,Shuttles Mazatenango - Ref 823,Miguel Guzmán,+502 50908403,Suchitepéquez,Mazatenango
PROV_GT10_0823,Taxis del Centro Cuyotenango - Ref 824,Miguel Batz,+502 51641684,Suchitepéquez,Cuyotenango
PROV_GT10_0824,Transportes San Francisco Zapotitlán - Ref 825,Manuel Chaj,+502 59436164,Suchitepéquez,San Francisco Zapotitlán
PROV_GT10_0825,Autobuses San Bernardino - Ref 826,José Cox,+502 49257705,Suchitepéquez,San Bernardino
PROV_GT10_0826,Lancheros Unidos San José El Ídolo - Ref 827,Miguel Batz,+502 49681471,Suchitepéquez,San José El Ídolo
PROV_GT10_0827,Fleteros del Altiplano Santo Domingo Suchitepéquez - Ref 828,Esteban Chaj,+502 55403906,Suchitepéquez,Santo Domingo Suchitepéquez
PROV_GT10_0828,Cooperativa de Transportistas San Lorenzo - Ref 829,Rosa Pérez,+502 50116800,Suchitepéquez,San Lorenzo
PROV_GT10_0829,Rápidos de Occidente Samayac - Ref 830,Elena Marroquín,+502 54978499,Suchitepéquez,Samayac
PROV_GT10_0830,Shuttles San Pablo Jocopilas - Ref 831,Elena Yax,+502 44883150,Suchitepéquez,San Pablo Jocopilas
PROV_GT10_0831,Taxis del Centro San Antonio Suchitepéquez - Ref 832,Esteban Pérez,+502 58611359,Suchitepéquez,San Antonio Suchitepéquez
PROV_GT10_0832,Transportes San Miguel Panán - Ref 833,José Gómez,+502 44256185,Suchitepéquez,San Miguel Panán
PROV_GT10_0833,Autobuses San Gabriel - Ref 834,Elena Cabrera,+502 43936393,Suchitepéquez,San Gabriel
PROV_GT10_0834,Lancheros Unidos Chicacao - Ref 835,Carlos Batz,+502 51125088,Suchitepéquez,Chicacao
PROV_GT10_0835,Fleteros del Altiplano Patulul - Ref 836,Esteban López,+502 58261243,Suchitepéquez,Patulul
PROV_GT10_0836,Cooperativa de Transportistas Santa Bárbara - Ref 837,Diego Guzmán,+502 40883974,Suchitepéquez,Santa Bárbara
PROV_GT10_0837,Rápidos de Occidente San Juan Bautista - Ref 838,Manuel Yax,+502 54881639,Suchitepéquez,San Juan Bautista
PROV_GT10_0838,Shuttles Santo Tomás La Unión - Ref 839,Luisa López,+502 44653072,Suchitepéquez,Santo Tomás La Unión
PROV_GT10_0839,Taxis del Centro Zunilito - Ref 840,Tomasa Batz,+502 42553254,Suchitepéquez,Zunilito
PROV_GT10_0840,Transportes Pueblo Nuevo - Ref 841,Miguel Chaj,+502 46661504,Suchitepéquez,Pueblo Nuevo
PROV_GT10_0841,Autobuses Río Bravo - Ref 842,José Méndez,+502 43631897,Suchitepéquez,Río Bravo
PROV_GT10_0842,Lancheros Unidos San José La Máquina - Ref 843,Manuel Cabrera,+502 40528243,Suchitepéquez,San José La Máquina
PROV_GT11_0843,Fleteros del Altiplano Retalhuleu - Ref 844,Rosa Hernández,+502 40569098,Retalhuleu,Retalhuleu
PROV_GT11_0844,Cooperativa de Transportistas San Sebastián - Ref 845,Miguel Marroquín,+502 43079249,Retalhuleu,San Sebastián
PROV_GT11_0845,Rápidos de Occidente Santa Cruz Muluá - Ref 846,María Pérez,+502 56341706,Retalhuleu,Santa Cruz Muluá
PROV_GT11_0846,Shuttles San Martín Zapotitlán - Ref 847,Francisco Tzul,+502 55379252,Retalhuleu,San Martín Zapotitlán
PROV_GT11_0847,Taxis del Centro San Felipe - Ref 848,Pedro Hernández,+502 54055359,Retalhuleu,San Felipe
PROV_GT11_0848,Transportes San Andrés Villa Seca - Ref 849,Pedro Chaj,+502 53273624,Retalhuleu,San Andrés Villa Seca
PROV_GT11_0849,Autobuses Champerico - Ref 850,Diego Cabrera,+502 57269218,Retalhuleu,Champerico
PROV_GT11_0850,Lancheros Unidos Nuevo San Carlos - Ref 851,Juan Cox,+502 43844712,Retalhuleu,Nuevo San Carlos
PROV_GT11_0851,Fleteros del Altiplano El Asintal - Ref 852,Carlos Cox,+502 52721621,Retalhuleu,El Asintal
PROV_GT12_0852,Cooperativa de Transportistas San Marcos - Ref 853,Carlos Tzoc,+502 54016904,San Marcos,San Marcos
PROV_GT12_0853,Rápidos de Occidente San Pedro Sacatepéquez - Ref 854,Juana Guzmán,+502 51049292,San Marcos,San Pedro Sacatepéquez
PROV_GT12_0854,Shuttles San Antonio Sacatepéquez - Ref 855,Luisa López,+502 59348006,San Marcos,San Antonio Sacatepéquez
PROV_GT12_0855,Taxis del Centro Comitancillo - Ref 856,Francisco Batz,+502 43487344,San Marcos,Comitancillo
PROV_GT12_0856,Transportes San Miguel Ixtahuacán - Ref 857,Rosa Hernández,+502 42686839,San Marcos,San Miguel Ixtahuacán
PROV_GT12_0857,Autobuses Concepción Tutuapa - Ref 858,María Méndez,+502 41326022,San Marcos,Concepción Tutuapa
PROV_GT12_0858,Lancheros Unidos Tacaná - Ref 859,Rosa Batz,+502 58819013,San Marcos,Tacaná
PROV_GT12_0859,Fleteros del Altiplano Sibinal - Ref 860,Miguel Guzmán,+502 51733016,San Marcos,Sibinal
PROV_GT12_0860,Cooperativa de Transportistas Tajumulco - Ref 861,Juana Hernández,+502 57592986,San Marcos,Tajumulco
PROV_GT12_0861,Rápidos de Occidente Tejutla - Ref 862,Carlos Yax,+502 44374526,San Marcos,Tejutla
PROV_GT12_0862,Shuttles San Rafael Pie de la Cuesta - Ref 863,Juana Tzul,+502 56765626,San Marcos,San Rafael Pie de la Cuesta
PROV_GT12_0863,Taxis del Centro Nuevo Progreso - Ref 864,Francisco Pérez,+502 58987119,San Marcos,Nuevo Progreso
PROV_GT12_0864,Transportes El Tumbador - Ref 865,Tomasa Chaj,+502 46077599,San Marcos,El Tumbador
PROV_GT12_0865,Autobuses El Rodeo - Ref 866,José Gómez,+502 49315491,San Marcos,El Rodeo
PROV_GT12_0866,Lancheros Unidos Malacatán - Ref 867,Elena Guzmán,+502 49315375,San Marcos,Malacatán
PROV_GT12_0867,Fleteros del Altiplano Catarina - Ref 868,María Gómez,+502 54538454,San Marcos,Catarina
PROV_GT12_0868,Cooperativa de Transportistas Ayutla - Ref 869,Elena Tzul,+502 41982411,San Marcos,Ayutla
PROV_GT12_0869,Rápidos de Occidente Ocós - Ref 870,Manuel Cabrera,+502 51224072,San Marcos,Ocós
PROV_GT12_0870,Shuttles San Pablo - Ref 871,Manuel Jax,+502 43501215,San Marcos,San Pablo
PROV_GT12_0871,Taxis del Centro El Quetzal - Ref 872,Francisco Tzoc,+502 56043152,San Marcos,El Quetzal
PROV_GT12_0872,Transportes La Reforma - Ref 873,Pedro Hernández,+502 49779249,San Marcos,La Reforma
