id_artista,codigo,nombre_completo,genero,fecha_nacimiento,departamento_pcode,municipio_pcode,taller_id,especialidad_principal,reconocimientos
606,ART_GT1331_0605,Jacinto Mendoza Yac,Masculino,2001-10-18,GT13,GT1331,,Alfarero Tradicional,
607,ART_GT1332_0606,Elena Chavez Guarcax,Femenino,1986-07-18,GT13,GT1332,329,Tejedor de Telar de Pie,
608,ART_GT1333_0607,Juan Ajcalón Cux,Masculino,1953-05-19,GT13,GT1333,44,Pintor Primitivista,
609,ART_GT1401_0608,Petrona Quiché Xiquín,Femenino,1959-07-08,GT14,GT1401,401,Danzante de Danza Folklórica,Premio local de Arte Popular 2014 en Santa Cruz del Quiché.
610,ART_GT1402_0609,Miguel Yac Tuy,Masculino,1969-11-07,GT14,GT1402,991,Alfarero Tradicional,
611,ART_GT1403_0610,Petrona Guarcax Tax,Femenino,1964-12-25,GT14,GT1403,,Talabartero de Cuero,
612,ART_GT1404_0611,Lucas Cux Coché,Masculino,2000-09-26,GT14,GT1404,186,Pintor Primitivista,
613,ART_GT1405_0612,Magdalena Xiquín Ixcol,Femenino,1994-01-13,GT14,GT1405,205,Tejedora de Telar de Cintura,Premio local de Arte Popular 2021 en Chajul.
614,ART_GT1406_0613,Tomas Tuy Tzoc,Masculino,1952-06-10,GT14,GT1406,359,Maestro Tallador de Jade,
615,ART_GT1407_0614,Petrona Tax Chox,Femenino,1957-09-19,GT14,GT1407,372,Tejedora de Telar de Cintura,
616,ART_GT1408_0615,Tomas Coché Tupul,Masculino,1987-05-07,GT14,GT1408,,Pintor Paisajista Contemporáneo,
617,ART_GT1409_0616,Tomasa Ixcol Mendoza,Femenino,1993-05-07,GT14,GT1409,814,Maestro Tallador de Jade,Premio local de Arte Popular 2023 en San Pedro Jocopilas.
618,ART_GT1410_0617,Tomas Tzoc Chavez,Masculino,1976-08-05,GT14,GT1410,968,Tejedora de Telar de Cintura,
619,ART_GT1411_0618,Isabel Chox Ajcalón,Femenino,2003-11-22,GT14,GT1411,750,Pintor Paisajista Contemporáneo,
620,ART_GT1412_0619,Miguel Tupul Quiché,Masculino,1982-04-23,GT14,GT1412,901,Talabartero de Cuero,
621,ART_GT1413_0620,Catarina Mendoza Yac,Femenino,1954-03-24,GT14,GT1413,,Maestro Tallador de Jade,Premio local de Arte Popular 2018 en Nebaj.
622,ART_GT1414_0621,Juan Chavez Guarcax,Masculino,1952-04-26,GT14,GT1414,228,Cestero de Fibras Naturales,
623,ART_GT1415_0622,Isabel Ajcalón Cux,Femenino,1984-03-16,GT14,GT1415,988,Talabartero de Cuero,
624,ART_GT1416_0623,Lucas Quiché Xiquín,Masculino,1964-03-14,GT14,GT1416,359,Constructor de Marimbas,
625,ART_GT1417_0624,Magdalena Yac Tuy,Femenino,1956-11-25,GT14,GT1417,710,Intérprete de Marimba,Premio local de Arte Popular 2024 en San Bartolomé Jocotenango.
626,ART_GT1418_0625,Tomas Guarcax Tax,Masculino,1977-01-24,GT14,GT1418,,Cestero de Fibras Naturales,
627,ART_GT1419_0626,Magdalena Cux Coché,Femenino,1986-11-21,GT14,GT1419,745,Pintor Primitivista,
628,ART_GT1420_0627,Pedro Xiquín Ixcol,Masculino,1981-01-23,GT14,GT1420,295,Escultor en Madera,
629,ART_GT1421_0628,Isabel Tuy Tzoc,Femenino,1990-03-02,GT14,GT1421,966,Constructor de Marimbas,Premio local de Arte Popular 2023 en Pachalum.
630,ART_GT1501_0629,Gaspar Tax Chox,Masculino,1962-06-10,GT15,GT1501,967,Tejedor de Telar de Pie,
631,ART_GT1502_0630,Isabel Coché Tupul,Femenino,2002-10-04,GT15,GT1502,,Maestro Tallador de Jade,
632,ART_GT1503_0631,Jacinto Ixcol Mendoza,Masculino,1969-09-24,GT15,GT1503,935,Pintor Paisajista Contemporáneo,
633,ART_GT1504_0632,Isabel Tzoc Chavez,Femenino,1962-09-22,GT15,GT1504,144,Danzante de Danza Folklórica,Premio local de Arte Popular 2013 en Cubulco.
634,ART_GT1505_0633,Pedro Chox Ajcalón,Masculino,1992-10-14,GT15,GT1505,536,Cestero de Fibras Naturales,
635,ART_GT1506_0634,Isabel Tupul Quiché,Femenino,1984-04-09,GT15,GT1506,708,Pintor Primitivista,
636,ART_GT1507_0635,Mateo Mendoza Yac,Masculino,1982-02-23,GT15,GT1507,,Tejedora de Telar de Cintura,
637,ART_GT1508_0636,Isabel Chavez Guarcax,Femenino,1979-01-23,GT15,GT1508,833,Pintor Paisajista Contemporáneo,Premio local de Arte Popular 2017 en Purulhá.
638,ART_GT0401_0637,Lucas Ajcalón Cux,Masculino,1951-10-23,GT04,GT0401,978,Talabartero de Cuero,
639,ART_GT0402_0638,Maria Quiché Xiquín,Femenino,1997-03-12,GT04,GT0402,98,Escultor en Madera,
640,ART_GT0403_0639,Francisco Yac Tuy,Masculino,1953-09-05,GT04,GT0403,382,Escultor en Madera,
641,ART_GT0404_0640,Petrona Guarcax Tax,Femenino,1984-11-13,GT04,GT0404,,Alfarero Tradicional,Premio local de Arte Popular 2019 en Comalapa.
642,ART_GT0405_0641,Gaspar Cux Coché,Masculino,1980-08-25,GT04,GT0405,355,Maestro Tallador de Jade,
643,ART_GT0406_0642,Isabel Xiquín Ixcol,Femenino,1995-06-20,GT04,GT0406,541,Danzante de Danza Folklórica,
644,ART_GT0407_0643,Juan Tuy Tzoc,Masculino,1959-05-08,GT04,GT0407,113,Danzante de Danza Folklórica,
645,ART_GT0408_0644,Isabel Tax Chox,Femenino,1955-05-27,GT04,GT0408,167,Pintor Paisajista Contemporáneo,Premio local de Arte Popular 2022 en Pochuta.
646,ART_GT0409_0645,Gaspar Coché Tupul,Masculino,1994-08-01,GT04,GT0409,,Tejedora de Telar de Cintura,
647,ART_GT0410_0646,Magdalena Ixcol Mendoza,Femenino,2004-02-25,GT04,GT0410,335,Talabartero de Cuero,
648,ART_GT0411_0647,Mateo Tzoc Chavez,Masculino,1976-12-01,GT04,GT0411,514,Talabartero de Cuero,
649,ART_GT0412_0648,Antonia Chox Ajcalón,Femenino,1994-03-08,GT04,GT0412,48,Pintor Paisajista Contemporáneo,Premio local de Arte Popular 2015 en Yepocapa.
650,ART_GT0413_0649,Santiago Tupul Quiché,Masculino,2003-12-09,GT04,GT0413,200,Cestero de Fibras Naturales,
651,ART_GT0414_0650,Petrona Mendoza Yac,Femenino,1964-02-08,GT04,GT0414,,Constructor de Marimbas,
652,ART_GT0415_0651,Pedro Chavez Guarcax,Masculino,2004-06-14,GT04,GT0415,919,Constructor de Marimbas,
653,ART_GT0416_0652,Antonia Ajcalón Cux,Femenino,1997-12-02,GT04,GT0416,125,Pintor Primitivista,Premio local de Arte Popular 2021 en El Tejar.
654,ART_GT0700_0653,Juan Quiché Xiquín,Masculino,1997-04-15,GT07,GT0700,787,Intérprete de Marimba,
655,ART_GT0701_0654,Maria Yac Tuy,Femenino,1968-08-26,GT07,GT0701,85,Tejedora de Telar de Cintura,
656,ART_GT0702_0655,Pedro Guarcax Tax,Masculino,2005-10-18,GT07,GT0702,,Tejedora de Telar de Cintura,
657,ART_GT0703_0656,Manuela Cux Coché,Femenino,1971-02-11,GT07,GT0703,1,Tejedora de Telar de Cintura,Premio local de Arte Popular 2021 en Santa María Visitación.
658,ART_GT0704_0657,Lucas Xiquín Ixcol,Masculino,1966-05-10,GT07,GT0704,182,Intérprete de Marimba,
659,ART_GT0705_0658,Elena Tuy Tzoc,Femenino,2004-12-07,GT07,GT0705,913,Constructor de Marimbas,
660,ART_GT0706_0659,Francisco Tax Chox,Masculino,1984-05-19,GT07,GT0706,920,Danzante de Danza Folklórica,
661,ART_GT0707_0660,Catarina Coché Tupul,Femenino,2001-02-11,GT07,GT0707,,Tejedor de Telar de Pie,Premio local de Arte Popular 2012 en Santa Clara La Laguna.
662,ART_GT0708_0661,Miguel Ixcol Mendoza,Masculino,1994-05-17,GT07,GT0708,795,Alfarero Tradicional,
663,ART_GT0709_0662,Tomasa Tzoc Chavez,Femenino,1957-11-10,GT07,GT0709,543,Tejedora de Telar de Cintura,
664,ART_GT0710_0663,Jacinto Chox Ajcalón,Masculino,1956-02-11,GT07,GT0710,752,Cestero de Fibras Naturales,
665,ART_GT0711_0664,Tomasa Tupul Quiché,Femenino,1990-06-09,GT07,GT0711,683,Pintor Primitivista,Premio local de Arte Popular 2019 en Santa Catarina Palopó.
666,ART_GT0712_0665,Juan Mendoza Yac,Masculino,1968-11-06,GT07,GT0712,,Tejedor de Telar de Pie,
667,ART_GT0713_0666,Tomasa Chavez Guarcax,Femenino,1992-09-27,GT07,GT0713,772,Alfarero Tradicional,
668,ART_GT0714_0667,Miguel Ajcalón Cux,Masculino,1972-06-13,GT07,GT0714,61,Tejedor de Telar de Pie,
669,ART_GT0715_0668,Juana Quiché Xiquín,Femenino,1978-03-23,GT07,GT0715,473,Maestro Tallador de Jade,Premio local de Arte Popular 2024 en San Pablo La Laguna.
670,ART_GT0716_0669,Francisco Yac Tuy,Masculino,2003-11-03,GT07,GT0716,52,Cestero de Fibras Naturales,
671,ART_GT0717_0670,Tomasa Guarcax Tax,Femenino,2001-06-04,GT07,GT0717,,Pintor Primitivista,
672,ART_GT0718_0671,Juan Cux Coché,Masculino,1967-01-23,GT07,GT0718,942,Tejedora de Telar de Cintura,
673,ART_GT0719_0672,Antonia Xiquín Ixcol,Femenino,1961-10-20,GT07,GT0719,509,Constructor de Marimbas,Premio local de Arte Popular 2019 en Santiago Atitlán.
674,ART_GT0801_0673,Gaspar Tuy Tzoc,Masculino,1973-09-06,GT08,GT0801,874,Danzante de Danza Folklórica,
675,ART_GT0802_0674,Maria Tax Chox,Femenino,1977-05-22,GT08,GT0802,162,Alfarero Tradicional,
676,ART_GT0803_0675,Juan Coché Tupul,Masculino,1983-10-13,GT08,GT0803,,Tejedor de Telar de Pie,
677,ART_GT0804_0676,Elena Ixcol Mendoza,Femenino,1964-07-11,GT08,GT0804,566,Constructor de Marimbas,Premio local de Arte Popular 2010 en San Andrés Xecul.
678,ART_GT0805_0677,Lucas Tzoc Chavez,Masculino,1963-08-14,GT08,GT0805,204,Maestro Tallador de Jade,
679,ART_GT0806_0678,Manuela Chox Ajcalón,Femenino,1958-01-15,GT08,GT0806,630,Danzante de Danza Folklórica,
680,ART_GT0807_0679,Santiago Tupul Quiché,Masculino,1958-12-25,GT08,GT0807,716,Constructor de Marimbas,
681,ART_GT0808_0680,Catarina Mendoza Yac,Femenino,1980-06-09,GT08,GT0808,,Alfarero Tradicional,Premio local de Arte Popular 2010 en San Bartolo.
682,ART_GT0901_0681,Miguel Chavez Guarcax,Masculino,1962-10-05,GT09,GT0901,382,Pintor Paisajista Contemporáneo,
683,ART_GT0902_0682,Antonia Ajcalón Cux,Femenino,1993-10-17,GT09,GT0902,361,Talabartero de Cuero,
684,ART_GT0903_0683,Juan Quiché Xiquín,Masculino,1994-12-27,GT09,GT0903,502,Talabartero de Cuero,
685,ART_GT0904_0684,Maria Yac Tuy,Femenino,2000-08-13,GT09,GT0904,992,Tejedora de Telar de Cintura,Premio local de Arte Popular 2024 en San Carlos Sija.
686,ART_GT0905_0685,Lucas Guarcax Tax,Masculino,2001-04-01,GT09,GT0905,,Cestero de Fibras Naturales,
687,ART_GT0906_0686,Maria Cux Coché,Femenino,1955-08-18,GT09,GT0906,112,Pintor Primitivista,
688,ART_GT0907_0687,Tomas Xiquín Ixcol,Masculino,1962-07-23,GT09,GT0907,539,Escultor en Madera,
689,ART_GT0908_0688,Antonia Tuy Tzoc,Femenino,1974-10-08,GT09,GT0908,885,Alfarero Tradicional,Premio local de Arte Popular 2012 en San Miguel Sigüila.
690,ART_GT0909_0689,Jacinto Tax Chox,Masculino,1987-07-28,GT09,GT0909,505,Danzante de Danza Folklórica,
691,ART_GT0910_0690,Antonia Coché Tupul,Femenino,1974-05-25,GT09,GT0910,,Pintor Primitivista,
692,ART_GT0911_0691,Francisco Ixcol Mendoza,Masculino,1961-04-25,GT09,GT0911,950,Tejedor de Telar de Pie,
693,ART_GT0912_0692,Elena Tzoc Chavez,Femenino,1955-04-03,GT09,GT0912,487,Cestero de Fibras Naturales,Premio local de Arte Popular 2012 en San Martín Sacatepéquez.
694,ART_GT0913_0693,Miguel Chox Ajcalón,Masculino,1999-12-24,GT09,GT0913,184,Tejedor de Telar de Pie,
695,ART_GT0914_0694,Antonia Tupul Quiché,Femenino,1967-12-17,GT09,GT0914,422,Constructor de Marimbas,
696,ART_GT0915_0695,Santiago Mendoza Yac,Masculino,1959-09-02,GT09,GT0915,,Tejedora de Telar de Cintura,
697,ART_GT0916_0696,Catarina Chavez Guarcax,Femenino,1950-08-03,GT09,GT0916,274,Tejedora de Telar de Cintura,Premio local de Arte Popular 2025 en Zunil.
698,ART_GT0917_0697,Miguel Ajcalón Cux,Masculino,1950-01-24,GT09,GT0917,916,Maestro Tallador de Jade,
699,ART_GT0918_0698,Manuela Quiché Xiquín,Femenino,1982-05-07,GT09,GT0918,292,Cestero de Fibras Naturales,
700,ART_GT0919_0699,Gaspar Yac Tuy,Masculino,2005-04-05,GT09,GT0919,852,Tejedora de Telar de Cintura,
701,ART_GT0920_0700,Manuela Guarcax Tax,Femenino,1957-05-05,GT09,GT0920,,Constructor de Marimbas,Premio local de Arte Popular 2013 en Coatepeque.
702,ART_GT0921_0701,Miguel Cux Coché,Masculino,1978-04-16,GT09,GT0921,518,Talabartero de Cuero,
703,ART_GT0922_0702,Antonia Xiquín Ixcol,Femenino,1986-10-03,GT09,GT0922,744,Escultor en Madera,
704,ART_GT0923_0703,Lucas Tuy Tzoc,Masculino,1963-11-25,GT09,GT0923,140,Pintor Primitivista,
705,ART_GT0924_0704,Magdalena Tax Chox,Femenino,1956-02-14,GT09,GT0924,543,Talabartero de Cuero,Premio local de Arte Popular 2013 en Palestina de Los Altos.
706,ART_GT1201_0705,Mateo Coché Tupul,Masculino,1962-10-05,GT12,GT1201,,Escultor en Madera,
707,ART_GT1202_0706,Magdalena Ixcol Mendoza,Femenino,1985-02-15,GT12,GT1202,232,Alfarero Tradicional,
708,ART_GT1203_0707,Francisco Tzoc Chavez,Masculino,1968-02-23,GT12,GT1203,666,Maestro Tallador de Jade,
709,ART_GT1204_0708,Catarina Chox Ajcalón,Femenino,1990-07-19,GT12,GT1204,639,Tejedor de Telar de Pie,Premio local de Arte Popular 2010 en Comitancillo.
710,ART_GT1205_0709,Jacinto Tupul Quiché,Masculino,1975-01-28,GT12,GT1205,640,Tejedor de Telar de Pie,
711,ART_GT1206_0710,Magdalena Mendoza Yac,Femenino,1956-03-03,GT12,GT1206,,Danzante de Danza Folklórica,
712,ART_GT1207_0711,Tomas Chavez Guarcax,Masculino,1996-06-17,GT12,GT1207,826,Escultor en Madera,
713,ART_GT1208_0712,Juana Ajcalón Cux,Femenino,1994-08-17,GT12,GT1208,31,Alfarero Tradicional,Premio local de Arte Popular 2011 en Sibinal.
714,ART_GT1209_0713,Juan Quiché Xiquín,Masculino,1997-08-19,GT12,GT1209,811,Constructor de Marimbas,
715,ART_GT1210_0714,Manuela Yac Tuy,Femenino,1999-10-12,GT12,GT1210,298,Cestero de Fibras Naturales,
716,ART_GT1211_0715,Juan Guarcax Tax,Masculino,1960-05-06,GT12,GT1211,,Intérprete de Marimba,
717,ART_GT1212_0716,Catarina Cux Coché,Femenino,1965-09-12,GT12,GT1212,269,Constructor de Marimbas,Premio local de Arte Popular 2022 en Nuevo Progreso.
718,ART_GT1213_0717,Miguel Xiquín Ixcol,Masculino,1960-03-20,GT12,GT1213,149,Escultor en Madera,
719,ART_GT1214_0718,Juana Tuy Tzoc,Femenino,1971-11-06,GT12,GT1214,21,Constructor de Marimbas,
720,ART_GT1215_0719,Mateo Tax Chox,Masculino,1989-03-13,GT12,GT1215,381,Pintor Paisajista Contemporáneo,
721,ART_GT1216_0720,Antonia Coché Tupul,Femenino,1975-03-28,GT12,GT1216,,Alfarero Tradicional,Premio local de Arte Popular 2012 en Catarina.
722,ART_GT1217_0721,Pedro Ixcol Mendoza,Masculino,1977-07-10,GT12,GT1217,319,Pintor Primitivista,
723,ART_GT1218_0722,Antonia Tzoc Chavez,Femenino,1983-10-16,GT12,GT1218,282,Pintor Paisajista Contemporáneo,
724,ART_GT1219_0723,Tomas Chox Ajcalón,Masculino,1978-07-10,GT12,GT1219,877,Cestero de Fibras Naturales,
725,ART_GT1220_0724,Manuela Tupul Quiché,Femenino,1973-07-14,GT12,GT1220,661,Tejedora de Telar de Cintura,Premio local de Arte Popular 2016 en El Quetzal.
726,ART_GT1221_0725,Francisco Mendoza Yac,Masculino,1970-04-27,GT12,GT1221,,Pintor Paisajista Contemporáneo,
727,ART_GT1222_0726,Antonia Chavez Guarcax,Femenino,1981-12-17,GT12,GT1222,418,Alfarero Tradicional,
728,ART_GT1223_0727,Santiago Ajcalón Cux,Masculino,1952-03-19,GT12,GT1223,715,Cestero de Fibras Naturales,
729,ART_GT1224_0728,Petrona Quiché Xiquín,Femenino,2005-06-28,GT12,GT1224,209,Escultor en Madera,Premio local de Arte Popular 2018 en San José Ojetenam.
730,ART_GT1225_0729,Jacinto Yac Tuy,Masculino,1995-08-18,GT12,GT1225,646,Pintor Paisajista Contemporáneo,
731,ART_GT1226_0730,Manuela Guarcax Tax,Femenino,1989-08-01,GT12,GT1226,,Alfarero Tradicional,
732,ART_GT1227_0731,Lucas Cux Coché,Masculino,1982-12-14,GT12,GT1227,790,Alfarero Tradicional,
733,ART_GT1228_0732,Antonia Xiquín Ixcol,Femenino,1984-12-28,GT12,GT1228,703,Tejedor de Telar de Pie,Premio local de Arte Popular 2014 en Río Blanco.
734,ART_GT1229_0733,Santiago Tuy Tzoc,Masculino,1962-05-09,GT12,GT1229,128,Cestero de Fibras Naturales,
735,ART_GT1230_0734,Manuela Tax Chox,Femenino,1966-11-26,GT12,GT1230,42,Intérprete de Marimba,
736,ART_GT1301_0735,Pedro Coché Tupul,Masculino,2000-02-24,GT13,GT1301,,Constructor de Marimbas,
737,ART_GT1302_0736,Elena Ixcol Mendoza,Femenino,1998-02-12,GT13,GT1302,875,Constructor de Marimbas,Premio local de Arte Popular 2018 en Chiantla.
738,ART_GT1303_0737,Juan Tzoc Chavez,Masculino,1982-10-27,GT13,GT1303,471,Pintor Primitivista,
739,ART_GT1304_0738,Magdalena Chox Ajcalón,Femenino,1992-11-10,GT13,GT1304,892,Escultor en Madera,
740,ART_GT1305_0739,Lucas Tupul Quiché,Masculino,1979-10-21,GT13,GT1305,503,Intérprete de Marimba,
741,ART_GT1306_0740,Catarina Mendoza Yac,Femenino,1973-03-11,GT13,GT1306,,Danzante de Danza Folklórica,Premio local de Arte Popular 2015 en San Pedro Necta.
742,ART_GT1307_0741,Jacinto Chavez Guarcax,Masculino,1986-06-28,GT13,GT1307,198,Constructor de Marimbas,
743,ART_GT1308_0742,Antonia Ajcalón Cux,Femenino,1957-01-01,GT13,GT1308,297,Danzante de Danza Folklórica,
744,ART_GT1309_0743,Lucas Quiché Xiquín,Masculino,1984-08-15,GT13,GT1309,182,Escultor en Madera,
745,ART_GT1310_0744,Maria Yac Tuy,Femenino,1965-10-28,GT13,GT1310,798,Constructor de Marimbas,Premio local de Arte Popular 2013 en Santa Bárbara.
746,ART_GT1311_0745,Gaspar Guarcax Tax,Masculino,2001-07-04,GT13,GT1311,,Pintor Paisajista Contemporáneo,
747,ART_GT1312_0746,Petrona Cux Coché,Femenino,1996-10-13,GT13,GT1312,398,Pintor Paisajista Contemporáneo,
748,ART_GT1313_0747,Mateo Xiquín Ixcol,Masculino,1986-04-01,GT13,GT1313,784,Intérprete de Marimba,
749,ART_GT1314_0748,Tomasa Tuy Tzoc,Femenino,1956-06-24,GT13,GT1314,343,Pintor Primitivista,Premio local de Arte Popular 2024 en San Rafael La Independencia.
750,ART_GT1315_0749,Mateo Tax Chox,Masculino,1979-01-01,GT13,GT1315,772,Danzante de Danza Folklórica,
751,ART_GT1316_0750,Tomasa Coché Tupul,Femenino,1989-07-09,GT13,GT1316,,Alfarero Tradicional,
752,ART_GT1317_0751,Tomas Ixcol Mendoza,Masculino,1969-03-08,GT13,GT1317,442,Danzante de Danza Folklórica,
753,ART_GT1318_0752,Isabel Tzoc Chavez,Femenino,1977-11-06,GT13,GT1318,405,Pintor Primitivista,Premio local de Arte Popular 2020 en San Mateo Ixtatán.
754,ART_GT1319_0753,Francisco Chox Ajcalón,Masculino,1957-07-08,GT13,GT1319,307,Maestro Tallador de Jade,
755,ART_GT1320_0754,Antonia Tupul Quiché,Femenino,1994-10-17,GT13,GT1320,532,Pintor Primitivista,
756,ART_GT1321_0755,Lucas Mendoza Yac,Masculino,1988-10-05,GT13,GT1321,,Constructor de Marimbas,
757,ART_GT1322_0756,Catarina Chavez Guarcax,Femenino,1986-03-24,GT13,GT1322,89,Intérprete de Marimba,Premio local de Arte Popular 2018 en Concepción Huista.
758,ART_GT1323_0757,Santiago Ajcalón Cux,Masculino,1981-12-15,GT13,GT1323,66,Constructor de Marimbas,
759,ART_GT1324_0758,Catarina Quiché Xiquín,Femenino,1985-05-28,GT13,GT1324,741,Pintor Primitivista,
760,ART_GT1325_0759,Lucas Yac Tuy,Masculino,1989-08-05,GT13,GT1325,918,Intérprete de Marimba,
761,ART_GT1326_0760,Isabel Guarcax Tax,Femenino,1989-02-18,GT13,GT1326,,Intérprete de Marimba,Premio local de Arte Popular 2011 en Barillas.
762,ART_GT1327_0761,Gaspar Cux Coché,Masculino,1965-03-24,GT13,GT1327,911,Cestero de Fibras Naturales,
763,ART_GT1328_0762,Tomasa Xiquín Ixcol,Femenino,1956-02-11,GT13,GT1328,920,Talabartero de Cuero,
764,ART_GT1329_0763,Jacinto Tuy Tzoc,Masculino,1994-03-06,GT13,GT1329,894,Maestro Tallador de Jade,
765,ART_GT1330_0764,Tomasa Tax Chox,Femenino,2001-01-14,GT13,GT1330,54,Alfarero Tradicional,Premio local de Arte Popular 2022 en Santiago Chimaltenango.
766,ART_GT1331_0765,Miguel Coché Tupul,Masculino,1971-11-13,GT13,GT1331,,Pintor Paisajista Contemporáneo,
767,ART_GT1332_0766,Juana Ixcol Mendoza,Femenino,1960-08-27,GT13,GT1332,649,Constructor de Marimbas,
768,ART_GT1333_0767,Pedro Tzoc Chavez,Masculino,1958-02-16,GT13,GT1333,649,Talabartero de Cuero,
769,ART_GT1401_0768,Manuela Chox Ajcalón,Femenino,1970-05-08,GT14,GT1401,512,Maestro Tallador de Jade,Premio local de Arte Popular 2010 en Santa Cruz del Quiché.
770,ART_GT1402_0769,Pedro Tupul Quiché,Masculino,1983-11-09,GT14,GT1402,627,Tejedor de Telar de Pie,
771,ART_GT1403_0770,Catarina Mendoza Yac,Femenino,1999-10-14,GT14,GT1403,,Pintor Paisajista Contemporáneo,
772,ART_GT1404_0771,Gaspar Chavez Guarcax,Masculino,1985-10-06,GT14,GT1404,799,Tejedora de Telar de Cintura,
773,ART_GT1405_0772,Maria Ajcalón Cux,Femenino,1983-05-05,GT14,GT1405,553,Escultor en Madera,Premio local de Arte Popular 2024 en Chajul.
774,ART_GT1406_0773,Jacinto Quiché Xiquín,Masculino,1995-09-08,GT14,GT1406,354,Escultor en Madera,
775,ART_GT1407_0774,Antonia Yac Tuy,Femenino,1964-05-13,GT14,GT1407,639,Intérprete de Marimba,
776,ART_GT1408_0775,Mateo Guarcax Tax,Masculino,1951-05-22,GT14,GT1408,,Talabartero de Cuero,
777,ART_GT1409_0776,Elena Cux Coché,Femenino,1974-06-20,GT14,GT1409,420,Pintor Primitivista,Premio local de Arte Popular 2023 en San Pedro Jocopilas.
778,ART_GT1410_0777,Mateo Xiquín Ixcol,Masculino,1994-07-12,GT14,GT1410,902,Tejedora de Telar de Cintura,
779,ART_GT1411_0778,Catarina Tuy Tzoc,Femenino,1982-05-26,GT14,GT1411,437,Danzante de Danza Folklórica,
780,ART_GT1412_0779,Lucas Tax Chox,Masculino,1986-10-21,GT14,GT1412,783,Escultor en Madera,
781,ART_GT1413_0780,Manuela Coché Tupul,Femenino,1967-12-22,GT14,GT1413,,Escultor en Madera,Premio local de Arte Popular 2025 en Nebaj.
782,ART_GT1414_0781,Pedro Ixcol Mendoza,Masculino,2000-12-18,GT14,GT1414,242,Escultor en Madera,
783,ART_GT1415_0782,Maria Tzoc Chavez,Femenino,1970-12-22,GT14,GT1415,421,Pintor Primitivista,
784,ART_GT1416_0783,Pedro Chox Ajcalón,Masculino,1968-10-16,GT14,GT1416,647,Pintor Paisajista Contemporáneo,
785,ART_GT1417_0784,Tomasa Tupul Quiché,Femenino,1992-02-12,GT14,GT1417,463,Tejedor de Telar de Pie,Premio local de Arte Popular 2019 en San Bartolomé Jocotenango.
786,ART_GT1418_0785,Mateo Mendoza Yac,Masculino,1972-02-11,GT14,GT1418,,Tejedor de Telar de Pie,
787,ART_GT1419_0786,Manuela Chavez Guarcax,Femenino,1995-06-28,GT14,GT1419,77,Tejedora de Telar de Cintura,
788,ART_GT1420_0787,Tomas Ajcalón Cux,Masculino,1997-05-09,GT14,GT1420,377,Tejedora de Telar de Cintura,
789,ART_GT1421_0788,Juana Quiché Xiquín,Femenino,1980-03-23,GT14,GT1421,797,Cestero de Fibras Naturales,Premio local de Arte Popular 2012 en Pachalum.
790,ART_GT1501_0789,Miguel Yac Tuy,Masculino,1955-11-05,GT15,GT1501,603,Pintor Primitivista,
791,ART_GT1502_0790,Magdalena Guarcax Tax,Femenino,1950-01-04,GT15,GT1502,,Danzante de Danza Folklórica,
792,ART_GT1503_0791,Francisco Cux Coché,Masculino,1956-06-22,GT15,GT1503,387,Pintor Paisajista Contemporáneo,
793,ART_GT1504_0792,Juana Xiquín Ixcol,Femenino,1994-09-21,GT15,GT1504,876,Tejedora de Telar de Cintura,Premio local de Arte Popular 2019 en Cubulco.
794,ART_GT1505_0793,Tomas Tuy Tzoc,Masculino,2004-12-13,GT15,GT1505,161,Tejedora de Telar de Cintura,
795,ART_GT1506_0794,Elena Tax Chox,Femenino,1999-01-20,GT15,GT1506,264,Pintor Primitivista,
796,ART_GT1507_0795,Francisco Coché Tupul,Masculino,1955-01-13,GT15,GT1507,,Tejedora de Telar de Cintura,
797,ART_GT1508_0796,Manuela Ixcol Mendoza,Femenino,2005-10-13,GT15,GT1508,278,Cestero de Fibras Naturales,Premio local de Arte Popular 2015 en Purulhá.
798,ART_GT0401_0797,Gaspar Tzoc Chavez,Masculino,1988-10-26,GT04,GT0401,470,Pintor Primitivista,
799,ART_GT0402_0798,Petrona Chox Ajcalón,Femenino,2005-05-25,GT04,GT0402,108,Tejedor de Telar de Pie,
800,ART_GT0403_0799,Santiago Tupul Quiché,Masculino,1973-11-09,GT04,GT0403,575,Alfarero Tradicional,
801,ART_GT0404_0800,Magdalena Mendoza Yac,Femenino,1961-07-04,GT04,GT0404,,Cestero de Fibras Naturales,Premio local de Arte Popular 2018 en Comalapa.
802,ART_GT0405_0801,Juan Chavez Guarcax,Masculino,1955-02-25,GT04,GT0405,89,Pintor Paisajista Contemporáneo,
803,ART_GT0406_0802,Petrona Ajcalón Cux,Femenino,2002-05-19,GT04,GT0406,641,Intérprete de Marimba,
804,ART_GT0407_0803,Mateo Quiché Xiquín,Masculino,1993-03-13,GT04,GT0407,197,Tejedora de Telar de Cintura,
805,ART_GT0408_0804,Manuela Yac Tuy,Femenino,1973-06-03,GT04,GT0408,746,Talabartero de Cuero,Premio local de Arte Popular 2019 en Pochuta.
806,ART_GT0409_0805,Santiago Guarcax Tax,Masculino,1968-11-10,GT04,GT0409,,Danzante de Danza Folklórica,
807,ART_GT0410_0806,Isabel Cux Coché,Femenino,2003-01-22,GT04,GT0410,249,Escultor en Madera,
